NOMBRE,DESCRIPCION,TRADUCCION,COSTO_PRODUCCION,PRECIO_VENTA,TIEMPO_PREPARACION,TIPO
CJK4fLJYbd,TCxdebgpcK,Chui0Mwj5P,741813552,1931173990,88533508,27941104292627
nZlcdT_Alr,AD4mNm_P9u,neWf_5_upa,599928511,236376729,2029933819,27941104465527
cNUWbqlw6I,o2JYOUXFPp,5tNnYvKMvC,590720690,1474288972,1715796139,27941104629461
KnjwewG2qE,9sxc8sE7Jo,cRMqVQlvDq,282596662,459974761,644644165,27941104786480
rM823ctKSW,d_wviGVsfL,tb9AEXV557,93309513,1699437606,979798723,27941104939144
Knb0r7FxjL,2IrAf45AhK,RkKsVSo1au,2003296129,62267460,643233224,27941105091808
Nt86T_7GX9,8OWS3rP9ta,W6CLEUhHiC,2065739447,125915726,32177357,27941105243191
2_08YOU_4I,zZfuaTXKiF,0KXyqO8xdR,1195681214,1255826792,247268721,27941105397905
MoPer09qjk,69EUAJMuhl,4tQVnctzts,2083447589,1498301027,164920452,27941105549544
Vfhqo16MnS,jhtrxX_qm4,42tDWMBp8n,2057937392,1539664850,2076225647,27941105700415
mOLqB7zJP6,puvEhvJObk,VdY8vhdQlP,729917068,884448523,1198120576,27941105858202
6ZUtztxU0Z,Py0v_IGi4V,Bh5VuBniEf,895637742,1792713788,1286516391,27941106018551
7_X9oqmWMJ,HgP6niuClr,Kbq_rCm4pq,630661383,387950832,1728956652,27941106200160
EarHkMxsN3,vwA1sXrnk2,5D50uRa1zM,1956866764,138709012,1081379530,27941106350518
HNJHCXnSQ2,8ie1MuuRzq,ddZOHTqKkk,746657392,1787676506,259080522,27941106503439
5HaPqefNXm,Yp9gys65d1,Kjz0SkTOfz,425100022,667949344,818829571,27941106653029
estv9SnL6_,3C3oP4wYx1,Dy2qy_BA1J,1767367638,1420578251,1948689039,27941106804668
J5tSqbd1hk,RJCOeJ1YJG,IjJeyKG80B,943125419,1007816601,1160412829,27941112718865
8fWIU6ZG2D,8UFXdCFo3x,KlQt78Bxww,932575602,411237963,1904263239,27941112876140
vZplkBFgVt,ZzNDFn6P8k,D8DJO0LB3s,1326502960,73283579,1976681803,27941113043660
gAUbl914GR,K1THf83OrA,WsesyihbPS,1641540617,1785849006,1974023589,27941113196324
ntSF5pz1qd,DV4XFLjMD1,esaR9m7DYJ,1841014986,522988631,1681045857,27941113346427
68h7kIMGkf,oNdB3B8uBc,xhTi2WBnGj,268799681,1924111318,1586768819,27941113497042
2Vwu5AGhp1,1RnMzB91BZ,oQfKyccTWt,756030376,635271170,1968720678,27941113647913
SPUK0_Kw1W,JjfULZ1js4,2pn6E_W7jT,1114420659,1059709113,969905838,27941113801346
kU1VKaF16N,WAGKSlPISP,HYuVtOIxiD,1025901755,2010332654,1072821778,27941113952217
axqr9cRN2E,tlw1ZhDHMg,1RvMEWRvUZ,904310988,465041346,72831309,27941114105905
gxLjhCmfxH,BCEv2mkUn4,QJ75f44bNk,1895391753,156661310,1815580811,27941114264973
v7FXtzYaKp,ZIV0K6Ma4q,kGLfNwsEdi,1581826152,835526940,1164614539,27941114414307
VRNdf15Gqm,fbeJXJsvfI,X8CEdpyJ3G,720756544,416964732,2064806694,27941114569021
LRypLQmIAZ,cl5poOWB2h,PCxYygbKpd,733932067,560481792,1059030535,27941114720660
cBKVl46EYG,Mfh2QDVvSs,XraTBXAoD5,1763356810,1241350155,1232328730,27941114871019
ZK_4_fbGPF,yPJFFFVzy8,1vHjYjmHFn,123214497,2099053219,489525491,27941115025476
g7zglykREw,oUdfdiAppZ,S0f0MvNVZG,1332088942,1114600947,1728764098,27941115184544
EvefVSyC9a,tqCxPQKTrw,NOTa040YfD,785611245,87917007,2104088471,27941115336952
5LWWEJjPaT,hfM7Kwo7e7,mCBulUXljW,936328972,342871608,1615377760,27941115484749
VKSv6nqHRf,CjAmerJn4S,zQk5gotaci,556287955,579797816,960862793,27941115659442
1ntaMV68w3,VOAGkICCJ6,btR6MsIesf,482340049,1894535087,1948688777,27941121726815
xHc2junNQn,oh4mLJASX4,768F59pCzf,52052006,8557932,263293022,27941121886907
7lEo_eXV6H,lSmS2aOJPH,YJxjtSnQFz,1944435601,294458036,1842096239,27941122040084
Cs9UnFet1w,5KrnsMBlrQ,G3Mzzn1TrG,835112671,218360169,725059655,27941122191211
Tt4WVXRSWw,u3m4OG05jL,ie27A1HYki,1323246562,309880476,784797708,27941122341057
fHkOUHv1FG,s9qHFiAwCf,dlzmNyqTKq,758702856,1641837066,1710106504,27941122514469
KQe1NLsv2f,AcGqsGAjCH,hghXtzV3QE,142488634,1271002084,385531081,27941122728609
XuhoiwvNB6,8v4jebr2zI,JEFZnFrtgR,1286777970,179319259,1801359760,27941122908681
vaxRK4ONlX,Fjtl4Gxal0,jMtJ2XCdcy,1675671092,673713659,1228618793,27941123071847
jKVEPZONgo,fXboImBPGD,skwdnNKn7A,1542495109,1234311066,1970693303,27941123222718
C4LCzIyAlG,9U68f8EOKI,rE8XZYxXbo,1572652133,1951823528,748008200,27941123375638
CVfeEZLLku,I06rYGeprL,Nyb2jGqo7l,429272956,1207182575,62520624,27941123536499
f3s6lLSkxo,blXu8JiYbG,aG4hYZmTSF,2119870315,670970960,808575219,27941123692749
DS5lxHdKUm,ghU3XVAC4l,91tOZ3h8ms,1551010196,29372102,2075960909,27941123842340
WzgDFzA5PA,lKkyz0cGfn,Im2rqI4f31,158776770,1719450746,722629890,27941123992442
xGr7Q_U5IU,puW8ooLzV1,7y3NXAiklW,1738550346,1930855743,1418425690,27941124143057
24mtMehd2M,65Jt6hlF88,HtEcLYdlGf,1707588810,1343238390,1612697370,27941124297258
V2YLA6Heo_,V7ZDxvtTcd,5JPHSIesje,1491507236,1906299409,726300851,27941124462986
QKpLXPlPyD,cJGeOjvanQ,nRv93lN5SB,1591747401,721115992,1544459268,27941124623078
F69i8bLfHy,YBepohlRot,rrW5XjNV4U,721472981,1350485590,336748171,27941124791623
w86vhYWAkm,Xn5w8hssGA,PtGxgYxWIR,1008601301,2023626813,768772069,27941131116937
8JVmbuMzGw,ptRHsrkpX5,SmIpKwO9tp,589801961,324747212,797390972,27941131276261
7MuKn4Lgwy,xs9Xr_aBqq,C6MTf0iYcH,1087022499,1123340394,211950073,27941131482716
aUWM4n7qov,JJ_12JQaZf,wn98iPCX4W,625500021,275431316,1800632299,27941131700954
qEGdDMuQPI,8cDmGMq_ik,Dc6lMUmaKT,1016938628,756184160,1796629061,27941131893321
sx1oikIlOa,uwfX2BdB6F,uxkecz83gr,1389658314,1695614457,793234565,27941132087225
K8UQmLC2JE,AVLSuQ7BSi,6y8bU74g32,1628875353,1426062507,2139713661,27941132244244
91AK2OASTu,kPC1xz3E3P,mKUYm0EgYr,2001544488,238977193,552072662,27941132400750
yCLGwaSRqb,k6RRoIeH16,MFzkwTb7iV,1140939073,1875622391,1276118231,27941132594142
0cyu6DwSsn,N3_m54_57g,nXm4OGNCG2,341618366,642175051,760104295,27941132860791
BWtiYUqQXU,zvI5qivDAJ,PkW07wle_L,1411943789,737078257,1687117741,27941133132052
AMwBoLlAPK,_Hn34WfCI_,hzlZOLy87s,231628112,1218655431,90176396,27941133394860
hB5aC0OWU5,HjzTolzIDv,wy3ULZW8lT,1784121017,300077821,384614632,27941133662278
7Y6UncFVey,ygHCOW4v0j,RdSGg3ML2c,1506426282,1791815257,1180959999,27941133928928
SqJvKNxuJK,06bJq2fp70,z4e7ZbdIVr,2119714891,1771038046,70462589,27941134212996
8PGTCgbcBM,dwycOimA_Q,exA56qjYbP,117172681,525191484,1309560038,27941134367965
bnIDzxtwoC,rtDXsHltro,rBpTcV_C83,324026829,1973330916,840464772,27941134521654
7ISQn0IFFb,7iopokj5r0,6pO810UBaR,588219821,1989735855,209016696,27941134680209
SrqlCecR_D,cPZ_ky8XC8,14sNRzDYs4,1093770649,1296459315,456396445,27941134830056
xF2ER9oSFV,onBb_DWmyu,Bw7PiOciRM,1434109842,743480713,67187931,27941134981439
rBiOBSgRfS,wopPQgg4XK,X9fbRiD_Ea,1719915682,1567297663,1435357114,27941140852091
CC3YbMECyH,7m7Rli2iae,sVOtMZe50M,1330486444,1626670961,1679306913,27941141022941
gQfpukA5vV,IgBhTNesnT,Tfy8V3JyRX,1384530215,909086331,1657112852,27941141198402
PJhM28UjfO,IQOwTJBWme,HSlGC9ThkW,481967250,1664605293,1678849073,27941141361825
dEqCXEs0Qe,f3ADGSPUvv,OHP2QIT_i7,306317301,1471531937,850690217,27941141535493
su23nDLacd,HBG1CwLhJh,87wMvVPilW,147496348,1562464676,477541058,27941141736825
8Gjzj0moxI,r1GUqU5S3L,eWiDcHNeEk,405905218,563986029,327502088,27941141903065
T1bCkKKWHP,eLI2kuQyWF,gQ8vkv22NJ,1733440892,302381494,665627466,27941142073147
dJTzEHHRmS,hc7URKO724,WhzB8jpkIJ,68063990,1866429094,867023419,27941142241180
bjRkkgsSkd,RH5FcGu6nW,wb5AZHR6_o,1233314077,2036913617,1907001524,27941142427912
Y6zb7ScE53,Ag8IiJkpNh,UUbdTOTQxC,1555603418,1921647786,1372453490,27941142618230
FBMuNj7ElT,EcETK84LLo,XwFEri2_tV,1192320124,805479167,1995591347,27941142798558
2v7gu9rCRZ,xOEb0zqdOh,v0CMDkPnfh,655539939,26482772,258108849,27941142974019
ZISqBuKZND,1fqI9jp6zb,QysMWFO7PH,316829526,899665180,1577664357,27941143183292
CjYEU9QUQd,8DFGYcdZKw,BzY9oIy5T8,407246185,421996848,980528045,27941143362339
bJUrrySg99,_XmoVCmI8Y,QFgCDsBdQC,1017338271,2009830551,281451174,27941143533446
8wP9CMcHlR,H7Ui8uzpzn,XDNgKwuJKc,2097144673,466515746,1641215058,27941143751940
2zwTazvwyT,BTZVplQq4Q,Nwmqr_NToY,1308711721,1309751562,1124180148,27941144002709
FWmD9iINnM,Z0FSeerpBF,vy6HVb1egY,468543705,1444233814,1583187888,27941144214799
YYnbTZ4iTa,d5nUONRgkm,Jat0Y5Huzi,1252635682,2046556853,1922142540,27941144409215
oCgNKyCao8,7uDfYApVhR,8TeGN1bTn3,906857147,992257129,1017604774,27941150695082
CQDke3213a,ErkM5WA8JF,PGgX_WEJx2,781472535,1333139964,1152777970,27941150853894
HQgza2I15M,sLxgClAdEf,TQkC4eImuJ,495881431,278080941,2131945069,27941151008607
Wb2nbYPYLi,YCZc0LrHf0,DOHgY4FoEh,334782527,2075145040,26183979,27941151166138
gh5haY1KhL,Xk4EPleeTJ,Job8lJvo8U,1952314609,1302139623,547180347,27941151319827
gmWqjWnfPN,yhScXCaM5E,9DaZGNV0FV,1929605939,197768290,1867358340,27941151481200
8qpC3rxsrE,d0_3yfyrvr,eTzioXiPFK,364708552,71696346,1062331721,27941151668444
EmGi9Pzm_e,N6mV0gIy0a,GMO6Y8JyaU,872598548,1304550677,553354536,27941151871569
fNcAB814V5,shB7WV6Izk,udT3RpZQU0,1995241149,1200436290,1664870521,27941152034735
1fNbI6VDBj,IoEreIeFmO,3pmpv8AocM,1496558279,429387133,329545454,27941152186887
A0zv3ePh3L,qnZn7qLpJX,2Si5nJHW81,657395833,879882378,2120653013,27941152344674
hb0AsMJcYP,QgJQU6ka8u,ullzUWdbhE,2128039831,1363879292,777237974,27941152497850
JR45C8H5xN,cJoj2KmdB1,VG0wAKW3Go,723067885,1955933198,1239433104,27941152666652
oeijsY40zS,s7fOQCOSGT,V05GMyXldR,542577575,1898429939,1380239065,27941152819316
zeRFJGgfz7,7DUdAPRh5A,yaQKE1RueB,160286029,578632639,1878682984,27941152974285
vFliZpuEnC,bFpZ1vhezD,eoYIYOMM7f,1815708354,1810168296,1516969393,27941153131048
mYl9sOSyt9,xfG_u2IIrw,PN49EavxFs,927994695,703588720,329017283,27941153280894
Hic7DRzj9g,0zGhMUOvEJ,_sS2Vvar5o,723005795,1346370421,1760056091,27941153429460
4rdC6PqEx4,tQhEzIg8xk,1Qq9F5njzS,409519438,2480185,641009462,27941153580075
EvntsXTTi_,ouCBOebzks,PkX1MLPNPX,347649791,1586636656,1627958362,27941156869525
hHPRggFwHJ,H2VYchV_2Z,eUu4W02kHy,1898078031,91889202,475608665,27941166453807
ittIk5_Rcl,MkUZmJf4Br,IXCQVHJqNR,1183581012,484460865,1669292523,27941166717383
9obo8KEUoP,qac42XFngI,6EqfqKJsj0,206718341,960045288,978750707,27941166964822
hgEfxe51pS,yX9jkZ6zx6,gQkp_oW3SW,437941391,1514732310,344236121,27941167235314
GsuPYcM9cV,gH9cgw7l33,Q1PLsIdr29,1266971188,1554881109,1338969661,27941167501964
l5B00P1mbv,m6C6D7VHz8,9bTJxSHZCo,353925,961275560,795623062,27941167793717
BUmNaYJgmK,W96voLfv4r,vBfLh_erMv,2092071350,631818322,1764923776,27941168046278
3wDdX4sOji,i4bdGSjxrH,iFhhfVD1Xe,1816187802,334047004,630753049,27941168309342
xaLmJdotdk,3lycMgOqMb,S07OBCwiUp,1594203144,852618002,2142531333,27941168551914
eQymP_naRz,2LYF7cVE9J,xnvPbPmmGQ,1257634677,1841822725,87865768,27941168808318
zfipwcRhzf,jkg0jlkBIM,DOYQubwFGj,195500411,1825587785,914869966,27941169113646
dQOK1nXDja,gloQ_MbxIj,vsHoFub7AG,1649286707,344958424,109844066,27941169374148
bLjErgnvDE,ulm1y1_xsU,tKB3vzp0nJ,1975529911,105582157,1524627606,27941169633882
KUAtR7yGEy,Q9gBCXnCiI,Sbgoto87mi,1383234499,535258123,196730206,27941169885419
QChMtl7g0f,hSzYvDGtXw,01G14Bacts,1086839709,780213232,1613634803,27941170143873
NxEMO_jKk_,FjQNDj7sqF,NxSzS6IjMi,20909040,182494930,1025522326,27941170393873
CHQdPg_qi4,MC0Cog_y4_,lCtl2Bdrl5,400546977,1628225365,1073770853,27941170640799
0GDUte_k_P,2JN2SYre9H,4UxFTBervZ,818542037,1506856376,1199810894,27941170894386
5Oaj6n107l,L75FLHuOzx,5N0BYC_B3S,392610353,77485192,1827864955,27941171155144
w16ymvwFvB,50aRTGW_yM,QCSf1ws08E,255798946,548125984,974451489,27941171418208
dKalRekBu7,kTKpBDNGbC,_JW754ddy9,559493111,1633773754,1361122322,27941180594703
SJaSEnmvai,Z7OFxnaE5W,3Cn_AAzbEa,1405519258,845949748,1891606134,27941180897982
qxdbe49Vq0,Io1uoyEZaV,5xIvJ_J3h5,104235883,971564175,713964705,27941181150800
ux4pvmhAnd,Xkp003h2SE,WT8rEQxc8T,1101311471,390524148,424722818,27941181428976
6Bk8CkkPeQ,BUPMeOCteT,Qf0JImSCKI,1070944342,577649989,1933146221,27941181698188
untP8d7Kkh,DKaHKVZ6MK,3M4x00M5fh,689955946,1358875227,1599857614,27941181973034
sfvyw4Sqo8,SLZkRWp_wY,6SwSbfX5bP,1148260885,126606423,1218571144,27941182241733
r64R6K7l57,AIROORRKOv,_mSIZt42bL,1280672068,1778768740,177567660,27941182499674
vdmPX1BsZk,zeqOKigAiq,gwY36PIe9N,1861868065,922562449,1902145589,27941182778363
jqe4Zul8G8,5RsEHlAbW5,i2WTfkvV1Q,1311425715,1201815765,969719087,27941183045525
eW4MQFAbF5,TWI_zDGNYT,11dcaQZd15,2136271043,264599306,289687185,27941183299368
sQC2UQVq5f,K5MejrlXxk,0B1B2FauUs,1798343483,326493556,616299323,27941183568835
89QNoP0mg2,qswm6IyJTQ,Y9ljo4JYYR,634719230,1631713953,1001908610,27941183829081
AadceyCP4n,XRYBiOtYOj,ibc5hAM7_E,1104472284,1046322422,158905879,27941184081131
G38mfk9948,lgqh0iEZ7z,sCFUH4OAxj,114415726,1787036640,1298700795,27941184326520
0_bzqcysMA,4ahKzT0kum,XBSdKi4DQV,682044203,993550173,700243660,27941184590353
8XQxNIig7d,aYrjLczCBz,Xbw7755Sri,173827890,2088588909,1867902150,27941184866224
xkkOjMx3xy,Zx7lhBLBXU,6prd5VcaWe,702592091,371315020,1236544472,27941185141070
pLGMgKmztp,NlmHO9dfW1,ijr6Xd0Btj,314784449,345290670,1056441321,27941185389790
sbIH6qRSb1,1rdK0EUGPo,NXn3Yk_uSY,1580409441,686092797,803331349,27941185647987
ZvCE8Xm04o,nBADUu6kM0,ohtrfZlkWp,2032736732,283035272,1540279354,27941195009421
erx9FmnB53,WX3H_VKtyr,3on0FFrLTn,413247557,921076835,1800640587,27941195287853
pljwquKnjr,6UZJwt_u4c,5hgz7wFqKQ,674220451,1128978263,1934402333,27941195592925
XA2uQF5BN2,1OZWFv4oaH,T2mFfhb1v0,185974590,756274058,1142806717,27941195900815
JIGCHtTGpF,Tfp8jzIOCT,BF2viZsk7L,987377886,861778803,1176183093,27941196221768
yv9OQaflod,eYy2W7anhh,9vAVOkfV16,1285801610,1478680225,976774290,27941196501738
3bmdIPxcH3,UzdFmhN_SC,61BEDz291T,1318017484,1995379083,299031532,27941196787855
FvRVGNtza5,bsbpsFOj_B,bU02RJFUBv,874259226,1825650979,213709202,27941197102404
0Hg7pWBsNF,8jKiKcZ6_O,QsrtEhvbZt,1559131904,1292286039,2021975734,27941197397999
U6PzF9OQK3,QWHHOsby3k,x3Pe72mj1O,1025956384,1280509739,768027377,27941197680530
eBAD7xQkzY,0gxtdqLl3o,hylliPifMI,2088365972,1579651495,536882530,27941197986114
34oIan8XO4,Dt2_NfreNb,j_omiOpYDK,1474135252,496880886,2082509218,27941198251227
8b1pkPn9WK,eCINQGYsBR,NeXFdzoFra,954367851,678515430,642251819,27941198545285
bG1sVruxyk,YRXoa_lW4x,PEZAjudJlu,551323490,58821538,1744786600,27941198828584
SuQtTzYGBa,9R0FEmPdtR,SJbp2La6Dd,1339486909,1397692864,2088595686,27941199086781
N9PQUWoLSC,lmIjDqsJ6R,3KdJDTC50R,277654329,1757231012,7940097,27941199363421
bU6i80ESmv,_Fg4EmFZlE,YPc2Skkjp3,1833936827,1956742806,411009016,27941199643903
rQB0U4CUXj,K3LoSiJRj2,3lxjPbvblN,543669527,488170031,143623232,27941199929764
fDYXe3nHIG,n49Bzb2Aj6,LBXB0JX7XJ,890299271,626860595,739571574,27941200182069
z5fiA1vUDY,0T8Zbidw0S,Dsqq5zmCkP,1546121961,1045032115,343803038,27941200446670
2nUOK8m8hH,m1XxoqO6Mj,_zw2CmZ8uR,1877127276,1411990206,625897317,27941210011229
bTfMWZIRrc,lqa_erH9Nx,qKWnyWachw,428238768,1548190225,1677707795,27941210173371
STtcdf_1SI,gms4Te2vgq,fVb3ZRuz5x,1553412506,962579917,1945473439,27941210322705
ciwdWGcS8V,pWFm7sl7xZ,Xla6yJGz6X,2049668599,1018580511,265383406,27941210471527
AksczqQBR6,7lcVQhnvl_,yMNwwPY96C,637115641,959392465,1507133245,27941210624191
DorKN6xfN6,HWWcdrZOLN,Pr3gN01Pn_,106434164,55479273,1541539136,27941210842685
gdHDpHgKHj,B7fqA9bLaF,e2ZeSNXKM2,876425827,1899534761,125440036,27941211083208
DMvSoDtSqN,ir1vu6HnuA,1JFbXnoAGq,994013471,1521581007,927947687,27941211288894
giITL6gT4m,AA0GBewwUt,cfTNylHZnP,1650677632,905643679,752972402,27941211462050
ewBbmzv5hF,kRb7qSN6tc,CW1OLlW8IP,1481422,645031332,347474564,27941211621630
oLaL6OY2bi,zb5UTJBWGU,zYa54lO51_,1099242697,1230563040,269159433,27941211777368
ODjd4dVS4Y,jrhpMAHfXv,cCUeaMnnIA,1441760630,1915941421,12476185,27941211926446
JT9lOHxMMc,GYcctmoCCK,6eHDsuk4ZJ,808877246,1596256109,156101472,27941212074243
jW7fEP1Mtd,CT0PaCXXbg,kfXVRVIO5G,2078888285,955467470,123830173,27941212226395
OezKWGT6aP,M3KdgTv_cx,52q_DZtZ0Y,313755131,1816049850,1478235680,27941212375986
kM26VSOkvQ,f8By3jWlXP,fcBr7YZ5HS,1243935691,526773402,1476711790,27941212525320
YwUtt1bEFg,qgUg3CdApq,iIwGYUstfo,2037547726,1942907557,508552494,27941212681058
QDMvVEANFE,9gciZ7HQn9,RGDqnpBjCO,1953569563,1016519343,64056659,27941212831929
bvpd79A6t4,JFf8II62tf,yd2Q0HIABA,194356317,1216210149,587044350,27941212979726
hJH5lKPsU6,1EZJfWqX5A,7lqLTAA2Tu,200607441,1642213708,1474856731,27941213129060
I9kxv_lsqt,Hw15wkLaab,qGTxOcCJYJ,1595608786,768244024,618393612,27941219434394
K6RqZGlSbo,vXzEmuH_4w,URmQWxMRUY,189533920,479715200,1722790883,27941219715645
MxCMz_F2iU,cimonx0xre,gAkfQTF5r0,1772922255,125632509,2021849456,27941219987161
0Icbl_C8Us,mRwTz2Xzso,xNkY1SGxAq,1507687130,727597679,261335100,27941220251762
OTntPJorFn,EnSQnDpSbO,epNPzzOU_D,2132752063,801115874,566208613,27941220516363
Vt_xWr3jUS,P_WdPdTpD8,mr7ihvDnJV,1079148832,650562953,1703207447,27941220782756
hVLv2ku9r5,MVUbpLqvJP,oXCtxGiIJq,1207435808,221701632,1375812878,27941221045820
LACSWxpJ1c,YG7crJRiap,3y5mxAbjaL,1668317826,614189099,87484772,27941221309396
FjjDhSFLAt,1QvKy4u_eH,T8sq0PCu14,518493625,1196539739,1752643572,27941221567081
iN_VS1w8As,kH98yiNZU9,GqA4qXl3HB,1121438181,1964900498,1386141395,27941221733577
u6VLInDYJB,GcZW4UvqTF,Gy7cDugvQx,924190587,1964979197,1350692446,27941221889059
7wtBhhL0CT,i2_jQXM3GJ,csdqVAOhUg,1612133864,169083233,815048255,27941222038137
8AVhARJzJO,Xy2VN82jCi,D7QY1VVvcr,519060907,1918570748,48965257,27941222191313
z1s749owto,QOaS1G6EPQ,mlqG8N8_XY,1364592312,1743981222,423204704,27941222341672
zKvKG2Jj8c,KxjTJtpcjd,SY_4U7qXcZ,1369274550,544904814,113226434,27941222487932
VAkTkI0Qk6,bqajZLQydq,ILftlorTUv,2119267211,2112509581,112879071,27941222637779
WppCFsaJoj,TErigL_nv9,eD1oA_XMk8,1750732303,861659963,833140446,27941222795310
SUjy71Kw8R,lWm0qs6F5E,NLHtlDybSs,1717923801,362940433,1953626027,27941222965648
0dRoSgLo6q,4rmqmNQHqh,VyTh9oIBQQ,832608501,686307631,1131213805,27941223122923
Z8Gr3gwdN5,yehpw_B5Ux,g5TQeYEWBr,736074700,462195730,1980505645,27941223284808
Y_de2rXebP,gEZ7R8pUq5,fARK_vBs1v,1832333310,560753755,2092845062,27941229374978
cePfvZ7sap,m_w6hmA0Bx,tFUF5cYjof,160602680,1844888097,385882880,27941229532253
oZ8R5yXrR9,1Bz0dyk5KB,dzB1OKt03p,1098080475,1850223190,332796867,27941229686710
_IXz4tsntY,JBg7fP8TEW,ZK1MDbRBRM,1331915765,1895951823,1534155306,27941229837581
CdxJEzcv5U,n8DPM1vEIv,cHIGRi_2YI,887882765,1444710826,2000384946,27941229985891
MUuetcCNOf,L1J9wwlrtl,zMoVirF1B3,460630119,1114600353,1441680852,27941230133944
72IBUe2rIV,asdHGbh_ey,3Uackl4v7p,1900869720,40440259,1439298308,27941230285072
H3OmyySuTW,_OWp47Q9Ev,hcf0vewTcZ,437115621,461007735,1397985423,27941230432613
5WETY5O31g,XJVjJvgcLI,CrFAT2kcch,1999270567,1816867917,1773249949,27941230580154
qoTZicgt2a,O3DwgawnU_,bCSFSerful,1317559185,1807574057,328231216,27941230730000
18HjhB3zDf,xmGM_EI1Af,ga1iBG7w1e,625870693,224943097,1950746582,27941230878822
XUBOlod7A3,VbWRTdMPXk,KKGsO7M5e7,585183471,1567759961,576837203,27941231028669
WDPscCC2Mq,OZXC8V9D0x,8EX4v59k5e,10023833,536877391,1550564557,27941231179283
iCY1os6AUl,MsRIWdDZpa,mLmghbZMGt,19920707,75543723,160146222,27941231335534
V5d9auDVvs,i8khM4v1EF,_RIHHl0fll,1392567344,218257595,965308770,27941231485124
f7gswws339,Nhx0lQpzRw,1z0ocHPXq4,268853769,238251334,617418682,27941231633690
lJkDaHVRQu,A690Msq_0r,eovQhFWppv,1037769020,794974800,744383944,27941231785585
PO_fArA98g,Wuj0rf1ZHa,UHMYjXKwTf,1304015194,1786611704,1508203458,27941231934920
_1SWwew00o,bKa814RnCV,UGzDxzxzxn,854577238,202595896,1074879167,27941232085534
rI39XLzsS4,NCfT2TkaPm,rTeyDD2dh3,1651369669,1023980348,2108224222,27941232239992
uUjN286rbK,DJFnS4ikKv,eyskOUYhtr,48313498,98462656,454435899,27941240240000
WI1xljSafC,5Z8idLgPgF,rIIGeHOpZ9,565217929,735468887,1743489,27941240513053
s9QjMhTv8t,GkXpLBz8Uf,MbBa9gRNe4,714001153,2129806138,1344455653,27941240771763
P_YVKx4yfM,bNXCDscUXT,HkYTRaHyRe,587439561,1657755896,1720420504,27941241010748
t2KZxf8e58,FMfwIfuEQX,jSKNMA9ULq,1345759999,1442907743,995217477,27941241293023
DlI4lkFd8b,weskD56H9E,GOHbjkyi8v,921672308,1572516767,1662157652,27941241532522
e1Dyfp71WN,vyxZK9XaAU,MpyI5VTtop,462820433,97503408,252348776,27941241794048
XcpKdOJS6P,GyU39Jm33s,yeTnJxDog9,36814964,1622388076,219597474,27941242033547
_q9P6xEPgm,sznLFjU8xQ,W6ex34QgJQ,778716944,125422097,1202990910,27941242282522
0r7PDkNJ8w,Ana2Usw1dj,K30SW28B1E,596070384,433423972,1174380211,27941242554295
kmMGrFYbpz,8eVt_QpapZ,NsvsnEF7AT,611353395,1041910445,733348245,27941242810187
KAPe4FNDSU,uRFktf9RxE,OYWFtQbNdS,867010766,557547161,959725429,27941243049173
zN49TcLel0,poSwGFAadY,wrsfqa0UW3,325454027,1993116248,1266106526,27941243331960
0xZbR_0GrI,wpEh6U2bkT,54iATVV1Wg,1383066665,1086558335,1740717818,27941243589132
vrdT_FN0fL,yXzJCakVaq,hHfkUoD0_s,259088181,793917529,1679790657,27941243865003
baThLOCtXY,ZnxRxbHG2B,aVcQn1Hnj3,777631981,430349471,1996940385,27941244106551
k4hKML_Oky,OwXVOtrn4s,fpRZpmam4P,1165834414,661460574,1316053540,27941244367053
EZdFVEq6nl,yFiqSeVv7W,ye0gzaLZ8I,1358300774,129393249,845312978,27941244607064
Tq_FmxtASY,IO5uvAnfZy,dvlwe4a9kf,2085577603,864459442,10706597,27941244863211
Dv3oDAgXkA,isDNb33Mtq,xjvtAWWXrs,1633002804,1930451104,1687488935,27941245101941
VSWcmaHUyy,5wprMFjRQW,ZWRlQEgHlq,223094555,276989696,1740581845,27941256585303
e6IngDyc6A,u_zXz34XPi,DYpDjPk4mF,1847789370,808991751,1313580465,27941256748982
Kn09YT7lpR,0gOlIC8pyM,Td87eTmEpp,456943317,726803075,1343775090,27941256907281
wJScb4jKEl,BRH23jtHuK,Y6SRsLigZM,42118624,231236240,121308981,27941257084792
w65xlalEdP,DXHgfSs76I,o6bu_B_XHg,1710257841,892543978,1417895214,27941257245140
gn_mZRAWQc,2pnRHPAQjj,PkdIP0XkPN,800003131,1688409084,817579703,27941257405745
WLFMbClIOJ,f3o93Gb8nz,2cPM73JSPg,537003321,390581941,1210603186,27941257564813
IdEIjQ5TTl,dVqhPuAmTo,wmAhrwYo39,1117647349,1403887729,1757181210,27941257721831
3p2TI0F44w,BfrfK9kWWa,e6po0MzbGF,920093216,1498214740,1896450525,27941257985920
iGwMLHywte,PlJRDgcdbJ,cjJwheDIlB,799235604,574499090,1346469120,27941258147293
J5KHUGCfx0,1GUJsidzSh,BFxk1qww7c,1939221903,1664724970,104216249,27941258310971
n5GEKiXPOT,NSinqAiLxr,EpnNcVKpob,110670490,194506217,484668269,27941258467990
4PAvSsY6eS,oUSEDKLaAJ,xo48n4h6NP,477118223,1010274874,653119595,27941258614762
i4537xljk0,iyxGGocY0t,FezgAucuID,1021342101,1643542495,1579035357,27941258783308
